Date,Carrier,FlightNumber,Origin,Destination,ScheduledDeparture,DepartureTime,DepartureDelay,TaxiOut,WheelsOff,ScheduledArrival,ArrivalTime,ArrivalDelay,AirTime,Distance,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2026-03-04,UA,UA8771,ORD,SEA,0449,0449,0,11,0500,0934,0859,-35.0,245,1960,0,0,0,0,0
2026-02-03,UA,UA2952,SFO,CLT,1335,1335,0,21,1356,1745,1730,-15.0,210,1680,0,0,0,0,0
2026-01-12,AS,AS2622,SEA,LAS,2144,2144,0,11,2155,0347,0320,-27.0,323,2584,0,0,0,0,0
2026-04-03,AS,AS2360,CLT,SEA,2028,2028,0,21,2049,2317,2253,-24.0,129,1032,0,0,0,0,0
2026-04-22,UA,UA8357,DFW,DEN,0431,0431,0,28,0459,0827,0819,-8.0,196,1568,0,0,0,0,0
2026-03-22,B6,B67628,DFW,JFK,2232,2232,0,25,2257,0331,0331,0.0,259,2072,0,0,0,0,0
2026-01-23,UA,UA3085,ORD,LAS,1330,1330,0,11,1341,1533,1512,-21.0,83,664,0,0,0,0,0
2026-02-28,DL,DL7968,CLT,DEN,1608,1819,131,29,1848,1942,2151,129.0,174,1392,65,14,50,0,0
2026-02-14,AA,AA9543,DEN,DFW,2006,2033,27,17,2050,0243,0300,17.0,357,2856,6,9,2,0,0
2026-02-26,B6,B69014,SFO,DEN,1335,1546,131,25,1611,1722,1918,116.0,187,1496,35,79,2,0,0
2026-04-17,UA,UA899,DFW,SEA,1711,1711,0,13,1724,1958,1930,-28.0,127,1016,0,0,0,0,0
2026-02-24,WN,WN6398,LAX,DFW,1653,1653,0,28,1721,2214,2209,-5.0,281,2248,0,0,0,0,0
2026-01-01,DL,DL6417,SEA,LAS,1946,1946,0,13,1959,2141,2112,-29.0,75,600,0,0,0,0,0
2026-01-17,AA,AA3776,LAX,SFO,1549,1549,0,19,1608,1914,1849,-25.0,165,1320,0,0,0,0,0
2026-04-19,DL,DL7411,DEN,ORD,1021,1209,108,25,1234,1233,1404,91.0,92,736,79,0,12,0,0
2026-02-02,AA,AA5007,ORD,SFO,1821,1821,0,26,1847,2238,2238,0.0,217,1736,0,0,0,0,0
2026-04-15,DL,DL7699,DFW,JFK,0656,0656,0,11,0707,1239,1205,-34.0,303,2424,0,0,0,0,0
2026-02-08,AA,AA8392,JFK,ORD,0806,0806,0,18,0824,1428,1357,-31.0,342,2736,0,0,0,0,0
2026-03-08,UA,UA5882,SFO,LAS,1510,1712,122,30,1742,1656,1842,106.0,66,528,21,62,23,0,0
2026-03-06,AS,AS2132,LAS,JFK,0038,0038,0,10,0048,0336,0318,-18.0,138,1104,0,0,0,0,0
2026-03-02,WN,WN125,DEN,JFK,2319,2319,0,27,2346,0103,0050,-13.0,64,512,0,0,0,0,0
2026-02-08,AS,AS468,JFK,ORD,0409,0409,0,24,0433,1044,1044,0.0,355,2840,0,0,0,0,0
2026-02-13,UA,UA6547,LAX,ORD,2134,2134,0,20,2154,0153,0153,0.0,219,1752,0,0,0,0,0
2026-01-11,DL,DL718,SFO,LAX,0233,0233,0,26,0259,0824,0808,-16.0,311,2488,0,0,0,0,0
2026-04-10,B6,B64279,LAX,SFO,0515,0515,0,21,0536,0806,0743,-23.0,131,1048,0,0,0,0,0
2026-04-21,B6,B65667,SFO,ATL,2354,2354,0,30,0024,0419,0426,7.0,225,1800,0,0,0,0,0
2026-02-04,UA,UA4357,SEA,LAX,1814,1814,0,11,1825,0017,2357,-20.0,323,2584,0,0,0,0,0
2026-01-18,WN,WN6567,SEA,DFW,1905,1905,0,27,1932,2310,2305,-5.0,205,1640,0,0,0,0,0
2026-01-10,AA,AA6059,SEA,LAS,2141,2323,102,21,2344,0018,0156,98.0,117,936,39,14,45,0,0
2026-03-29,DL,DL3832,LAX,ORD,1222,1222,0,24,1246,1642,1619,-23.0,220,1760,0,0,0,0,0
2026-04-11,AS,AS9907,LAX,SEA,0108,0144,36,24,0208,0340,0415,35.0,112,896,19,13,3,0,0
2026-02-10,WN,WN8333,SEA,ATL,0240,0240,0,27,0307,0909,0906,-3.0,349,2792,0,0,0,0,0
2026-02-18,AS,AS7851,CLT,DFW,1241,1259,18,20,1319,1421,1432,11.0,60,480,0,0,0,0,0
2026-04-21,AA,AA4712,DEN,ATL,1435,1435,0,11,1446,1814,1800,-14.0,179,1432,0,0,0,0,0
2026-02-27,AS,AS5042,ATL,LAS,0032,0221,109,26,0247,0226,0406,100.0,74,592,2,61,37,0,0
2026-03-06,DL,DL5093,SEA,ATL,0734,1014,160,18,1032,1316,1548,152.0,302,2416,112,23,17,0,0
2026-02-19,DL,DL626,SEA,CLT,1326,1326,0,21,1347,1815,1756,-19.0,249,1992,0,0,0,0,0
2026-01-18,B6,B68465,JFK,ORD,0159,0159,0,18,0217,0659,0653,-6.0,260,2080,0,0,0,0,0
2026-01-09,WN,WN7411,SEA,DFW,0020,0020,0,21,0041,0250,0243,-7.0,110,880,0,0,0,0,0
2026-04-03,AS,AS736,DFW,CLT,0114,0114,0,14,0128,0618,0601,-17.0,264,2112,0,0,0,0,0
2026-01-12,DL,DL1064,LAX,CLT,1030,1030,0,10,1040,1400,1324,-36.0,170,1360,0,0,0,0,0
2026-04-07,UA,UA8853,ATL,DFW,1043,1043,0,29,1112,1453,1459,6.0,210,1680,0,0,0,0,0
2026-04-10,UA,UA6406,DEN,JFK,2122,2122,0,22,2144,0000,2354,-6.0,118,944,0,0,0,0,0
2026-04-28,UA,UA489,LAS,JFK,0908,0908,0,23,0931,1445,1424,-21.0,297,2376,0,0,0,0,0
2026-01-12,AS,AS5841,SFO,DEN,2327,2327,0,28,2355,0447,0442,-5.0,280,2240,0,0,0,0,0
2026-03-27,WN,WN6787,ATL,LAS,0926,1129,123,12,1141,1130,1305,95.0,84,672,51,20,24,0,0
2026-02-04,DL,DL1348,CLT,DEN,1119,1119,0,15,1134,1740,1734,-6.0,341,2728,0,0,0,0,0
2026-01-14,AA,AA844,SFO,ATL,0543,0543,0,18,0601,0847,0843,-4.0,144,1152,0,0,0,0,0
2026-04-15,B6,B61057,LAS,CLT,1938,1938,0,28,2006,0004,2342,-22.0,226,1808,0,0,0,0,0
2026-03-07,AS,AS419,LAS,DFW,1250,1250,0,16,1306,1443,1411,-32.0,73,584,0,0,0,0,0
2026-04-29,WN,WN1744,SFO,JFK,1334,1410,36,11,1421,1545,1602,17.0,91,728,17,0,0,0,0
2026-04-23,AS,AS2281,SFO,DEN,0601,0718,77,14,0732,0839,0922,43.0,118,944,39,4,0,0,0
2026-03-26,AA,AA313,LAX,SEA,1845,1845,0,14,1859,0008,2335,-33.0,283,2264,0,0,0,0,0
2026-01-18,B6,B65451,LAS,LAX,1830,2051,141,30,2121,2327,0141,134.0,257,2056,1,54,79,0,0
2026-01-30,UA,UA7260,ORD,DFW,1509,1736,147,28,1804,2113,2324,131.0,324,2592,110,9,12,0,0
2026-03-12,B6,B67652,DFW,JFK,2357,2357,0,10,0007,0548,0536,-12.0,311,2488,0,0,0,0,0
2026-04-23,AA,AA6359,SEA,LAX,1709,1709,0,23,1732,2211,2153,-18.0,262,2096,0,0,0,0,0
2026-01-27,AS,AS5606,LAS,DFW,2358,2358,0,17,0015,0211,0208,-3.0,93,744,0,0,0,0,0
2026-03-30,AS,AS3077,ATL,LAX,1436,1436,0,28,1504,1829,1814,-15.0,193,1544,0,0,0,0,0
2026-01-24,B6,B65573,SFO,ATL,1956,1956,0,28,2024,2259,2253,-6.0,143,1144,0,0,0,0,0
2026-01-07,AS,AS5499,ORD,LAS,1411,1411,0,25,1436,2041,2018,-23.0,350,2800,0,0,0,0,0
2026-03-17,AA,AA255,DFW,DEN,0326,0326,0,12,0338,0852,0823,-29.0,286,2288,0,0,0,0,0
2026-04-07,B6,B61165,SEA,LAX,1655,1655,0,18,1713,1850,1841,-9.0,75,600,0,0,0,0,0
2026-03-31,B6,B6572,JFK,DEN,1550,1550,0,26,1616,2208,2157,-11.0,338,2704,0,0,0,0,0
2026-02-08,B6,B66732,LAS,SEA,1755,1755,0,24,1819,2348,2330,-18.0,313,2504,0,0,0,0,0
2026-03-23,UA,UA6586,DEN,DFW,0250,0250,0,12,0302,0711,0642,-29.0,221,1768,0,0,0,0,0
2026-04-17,WN,WN1245,SEA,SFO,0642,0642,0,20,0702,0916,0902,-14.0,114,912,0,0,0,0,0
2026-04-15,DL,DL1746,LAS,DEN,0107,0405,178,11,0416,0432,0656,144.0,165,1320,22,93,29,0,0
2026-04-04,AA,AA5532,CLT,ORD,2241,2241,0,14,2255,0232,0215,-17.0,191,1528,0,0,0,0,0
2026-03-20,UA,UA8206,DFW,ORD,0648,0818,90,10,0828,1304,1357,53.0,336,2688,8,14,31,0,0
2026-04-06,UA,UA2101,ATL,JFK,0124,0124,0,13,0137,0438,0426,-12.0,154,1232,0,0,0,0,0
2026-04-25,WN,WN3794,JFK,CLT,1540,1746,126,20,1806,2053,2255,122.0,273,2184,92,8,22,0,0
2026-03-10,AA,AA8872,JFK,ORD,0619,0619,0,27,0646,1110,1057,-13.0,251,2008,0,0,0,0,0
2026-01-11,WN,WN7272,LAS,LAX,1650,1650,0,21,1711,1947,1922,-25.0,137,1096,0,0,0,0,0
2026-01-22,B6,B61662,DFW,JFK,2312,0134,142,11,0145,0532,0717,105.0,340,2720,14,75,16,0,0
2026-03-02,UA,UA6228,ATL,DEN,2025,2025,0,15,2040,0242,0234,-8.0,337,2696,0,0,0,0,0
2026-03-01,AA,AA2158,CLT,LAS,2109,2131,22,28,2159,2359,0004,5.0,130,1040,0,0,0,0,0
2026-01-08,DL,DL5180,CLT,LAX,2229,2229,0,14,2243,0435,0425,-10.0,326,2608,0,0,0,0,0
2026-01-04,UA,UA9776,LAS,SEA,0709,0709,0,25,0734,1213,1205,-8.0,264,2112,0,0,0,0,0
2026-03-22,UA,UA2724,ATL,JFK,0040,0040,0,23,0103,0648,0649,1.0,328,2624,0,0,0,0,0
2026-02-07,WN,WN3635,CLT,SEA,1008,1233,145,17,1250,1615,1836,141.0,327,2616,3,43,95,0,0
2026-03-28,WN,WN5284,LAS,SFO,2217,2254,37,20,2314,0412,0434,22.0,315,2520,5,7,10,0,0
2026-03-28,WN,WN1231,SEA,ATL,1154,1154,0,20,1214,1637,1619,-18.0,243,1944,0,0,0,0,0
2026-03-14,DL,DL7001,JFK,ORD,1256,1256,0,20,1316,1515,1512,-3.0,99,792,0,0,0,0,0
2026-04-16,DL,DL2779,SEA,JFK,1930,1930,0,18,1948,2209,2154,-15.0,119,952,0,0,0,0,0
2026-03-22,WN,WN6579,LAX,ORD,1435,1435,0,22,1457,2105,2104,-1.0,350,2800,0,0,0,0,0
2026-02-25,B6,B64875,DFW,ATL,1736,1736,0,14,1750,2056,2032,-24.0,160,1280,0,0,0,0,0
2026-01-09,DL,DL9521,SEA,ATL,0853,0853,0,17,0910,1228,1223,-5.0,175,1400,0,0,0,0,0
2026-04-27,UA,UA9185,SFO,ORD,1251,1251,0,17,1308,1845,1835,-10.0,314,2512,0,0,0,0,0
2026-03-03,UA,UA9169,SFO,LAX,0347,0347,0,28,0415,0856,0846,-10.0,269,2152,0,0,0,0,0
2026-02-11,DL,DL6813,DFW,LAS,0955,0955,0,21,1016,1243,1241,-2.0,128,1024,0,0,0,0,0
2026-01-10,B6,B64430,CLT,LAS,2124,2124,0,22,2146,0033,0035,2.0,149,1192,0,0,0,0,0
2026-02-01,AS,AS6491,LAX,DFW,0250,0250,0,23,0313,0445,0448,3.0,75,600,0,0,0,0,0
2026-01-24,AS,AS1001,ATL,DFW,2231,2231,0,27,2258,0411,0359,-12.0,300,2400,0,0,0,0,0
2026-01-16,B6,B67683,LAX,ATL,0949,1104,75,13,1117,1620,1728,68.0,351,2808,61,0,7,0,0
2026-01-08,B6,B63191,DFW,LAX,1013,1013,0,11,1024,1528,1507,-21.0,275,2200,0,0,0,0,0
2026-01-21,B6,B62337,ORD,LAS,2241,2241,0,14,2255,0408,0333,-35.0,287,2296,0,0,0,0,0
2026-03-20,UA,UA5649,LAX,SFO,1229,1331,62,18,1349,1455,1526,31.0,106,848,0,7,24,0,0
2026-01-29,AS,AS9268,ORD,ATL,2143,2143,0,21,2204,0100,0058,-2.0,157,1256,0,0,0,0,0
2026-04-05,AS,AS5238,ORD,LAX,1734,1815,41,16,1831,2330,2337,7.0,316,2528,0,0,0,0,0
2026-01-26,UA,UA4329,ORD,JFK,0942,1104,82,18,1122,1323,1413,50.0,181,1448,35,12,3,0,0
2026-02-28,AS,AS3862,DFW,SFO,2006,2006,0,29,2035,0157,0149,-8.0,311,2488,0,0,0,0,0
2026-02-02,WN,WN7752,DFW,DEN,2045,2045,0,28,2113,0258,0251,-7.0,333,2664,0,0,0,0,0
2026-01-08,WN,WN6306,ATL,LAX,2231,2231,0,19,2250,0050,0021,-29.0,99,792,0,0,0,0,0
2026-03-20,B6,B62783,ORD,DEN,0526,0526,0,29,0555,0718,0717,-1.0,72,576,0,0,0,0,0
2026-04-22,UA,UA2542,DEN,SEA,1634,1634,0,19,1653,1825,1801,-24.0,71,568,0,0,0,0,0
2026-02-15,AA,AA234,SFO,SEA,2344,2344,0,27,0011,0527,0525,-2.0,303,2424,0,0,0,0,0
2026-01-24,WN,WN9957,LAX,ATL,0928,0940,12,20,1000,1123,1116,-7.0,75,600,0,0,0,0,0
2026-02-25,AA,AA9388,ATL,LAX,0944,0944,0,30,1014,1340,1347,7.0,196,1568,0,0,0,0,0
2026-03-31,AS,AS2605,ATL,LAX,2250,2250,0,12,2302,0446,0429,-17.0,316,2528,0,0,0,0,0
2026-03-12,AS,AS3402,SEA,CLT,1519,1519,0,16,1535,2016,2000,-16.0,257,2056,0,0,0,0,0
2026-04-07,AA,AA9518,LAS,SEA,1359,1530,91,23,1553,1712,1826,74.0,153,1224,11,44,19,0,0
2026-01-03,DL,DL7352,SFO,SEA,1930,2143,133,10,2153,2220,2359,99.0,130,1040,63,36,0,0,0
2026-01-07,WN,WN1140,CLT,ATL,2227,2341,74,11,2352,0025,0108,43.0,78,624,43,0,0,0,0
2026-01-25,UA,UA5240,ORD,ATL,1220,1220,0,26,1246,1746,1730,-16.0,286,2288,0,0,0,0,0
2026-02-03,B6,B67052,ORD,ATL,1144,1144,0,21,1205,1359,1346,-13.0,95,760,0,0,0,0,0
2026-02-06,WN,WN8329,JFK,LAS,1115,1115,0,24,1139,1452,1453,1.0,177,1416,0,0,0,0,0
2026-04-16,WN,WN2056,LAX,LAS,1702,1702,0,22,1724,2200,2139,-21.0,258,2064,0,0,0,0,0
2026-01-14,B6,B62725,CLT,SEA,0846,0846,0,18,0904,1258,1246,-12.0,212,1696,0,0,0,0,0
2026-04-11,AA,AA9027,SEA,DEN,1720,1720,0,16,1736,2237,2226,-11.0,277,2216,0,0,0,0,0
2026-02-10,AA,AA6552,DFW,ATL,1622,1858,156,11,1909,2219,0041,142.0,317,2536,3,31,108,0,0
2026-04-30,AS,AS9103,ATL,LAS,1911,1911,0,27,1938,2242,2245,3.0,171,1368,0,0,0,0,0
2026-04-14,DL,DL5798,CLT,LAX,0650,0650,0,27,0717,0951,0932,-19.0,141,1128,0,0,0,0,0
2026-02-04,UA,UA4303,SFO,DFW,0252,0252,0,21,0313,0631,0616,-15.0,179,1432,0,0,0,0,0
2026-02-09,DL,DL8234,DEN,CLT,0120,0120,0,23,0143,0649,0647,-2.0,289,2312,0,0,0,0,0
2026-02-04,DL,DL2529,ATL,SFO,0505,0735,150,19,0754,1134,1347,133.0,349,2792,29,46,58,0,0
2026-02-07,UA,UA8219,CLT,ORD,1232,1232,0,13,1245,1453,1420,-33.0,101,808,0,0,0,0,0
2026-04-19,UA,UA4820,LAX,ORD,1009,1209,120,25,1234,1542,1725,103.0,293,2344,101,2,0,0,0
2026-01-29,UA,UA3935,DEN,LAX,1714,1714,0,13,1727,2013,1937,-36.0,139,1112,0,0,0,0,0
2026-02-24,B6,B69418,SEA,DEN,1802,2055,173,10,2105,2138,2354,136.0,176,1408,33,25,78,0,0
2026-01-14,B6,B64564,CLT,JFK,0242,0507,145,17,0524,0637,0835,118.0,195,1560,52,30,36,0,0
2026-01-03,B6,B64777,ORD,JFK,1750,1750,0,10,1800,2009,1956,-13.0,99,792,0,0,0,0,0
2026-01-31,UA,UA1881,SEA,ORD,2337,2337,0,15,2352,0615,0553,-22.0,358,2864,0,0,0,0,0
2026-01-29,AA,AA7176,ATL,LAS,0748,0832,44,14,0846,1357,1406,9.0,329,2632,0,0,0,0,0
2026-04-27,AS,AS819,CLT,JFK,1444,1444,0,30,1514,1758,1740,-18.0,154,1232,0,0,0,0,0
2026-04-05,WN,WN4104,CLT,ATL,1820,1820,0,11,1831,2257,2234,-23.0,237,1896,0,0,0,0,0
2026-01-22,AA,AA7563,JFK,LAS,1154,1154,0,26,1220,1503,1449,-14.0,149,1192,0,0,0,0,0
2026-02-11,UA,UA7349,SEA,ATL,1021,1021,0,30,1051,1343,1329,-14.0,162,1296,0,0,0,0,0
2026-01-09,AS,AS3523,CLT,LAS,0418,0418,0,25,0443,0657,0654,-3.0,119,952,0,0,0,0,0
2026-04-29,B6,B62018,DFW,SFO,0644,0644,0,12,0656,1139,1131,-8.0,255,2040,0,0,0,0,0
2026-01-07,B6,B64805,LAX,DEN,1814,1943,89,28,2011,2215,2325,70.0,201,1608,56,13,1,0,0
2026-03-24,B6,B63043,DFW,SEA,0758,0941,103,30,1011,1254,1417,83.0,256,2048,14,55,14,0,0
2026-03-25,WN,WN5330,ATL,ORD,1250,1306,16,17,1323,1829,1829,0.0,299,2392,0,0,0,0,0
2026-02-26,UA,UA6614,LAX,LAS,1034,1034,0,22,1056,1258,1235,-23.0,104,832,0,0,0,0,0
2026-03-04,WN,WN7720,ORD,DFW,0117,0309,112,21,0330,0757,0927,90.0,360,2880,12,41,37,0,0
2026-01-18,AS,AS5713,LAS,DEN,1359,1359,0,29,1428,1849,1831,-18.0,250,2000,0,0,0,0,0
2026-03-02,UA,UA1790,ATL,DEN,1809,1809,0,10,1819,2335,2309,-26.0,286,2288,0,0,0,0,0
2026-04-13,WN,WN7996,LAX,CLT,1103,1103,0,12,1115,1353,1328,-25.0,130,1040,0,0,0,0,0
2026-02-19,WN,WN1201,SEA,LAX,1515,1515,0,22,1537,2058,2058,0.0,303,2424,0,0,0,0,0
2026-04-03,AA,AA7331,LAX,SFO,1641,1641,0,21,1702,2011,1944,-27.0,170,1360,0,0,0,0,0
2026-03-16,UA,UA4121,ORD,CLT,0046,0046,0,27,0113,0400,0352,-8.0,154,1232,0,0,0,0,0
2026-01-11,WN,WN9376,ORD,ATL,0807,0807,0,18,0825,1246,1238,-8.0,239,1912,0,0,0,0,0
2026-01-01,AA,AA7941,SFO,DFW,2021,2021,0,23,2044,0145,0138,-7.0,284,2272,0,0,0,0,0
2026-01-14,UA,UA9536,CLT,LAX,0157,0336,99,20,0356,0808,0933,85.0,331,2648,58,23,4,0,0
2026-03-10,UA,UA6137,SEA,SFO,0853,0853,0,26,0919,1348,1328,-20.0,255,2040,0,0,0,0,0
2026-03-23,DL,DL2639,DEN,LAS,1815,1815,0,28,1843,0028,0023,-5.0,333,2664,0,0,0,0,0
2026-03-24,B6,B69231,ORD,LAX,1059,1059,0,25,1124,1503,1504,1.0,204,1632,0,0,0,0,0
2026-04-12,AS,AS5703,LAX,CLT,0539,0649,70,19,0708,1018,1122,64.0,239,1912,46,7,11,0,0
2026-02-15,AS,AS8896,ORD,SFO,1059,1059,0,14,1113,1438,1418,-20.0,179,1432,0,0,0,0,0
2026-01-06,DL,DL8184,ORD,CLT,0852,0852,0,24,0916,1515,1503,-12.0,343,2744,0,0,0,0,0
2026-03-02,DL,DL8322,LAX,SFO,1152,1152,0,27,1219,1626,1604,-22.0,234,1872,0,0,0,0,0
2026-02-01,B6,B67398,ORD,JFK,0019,0019,0,16,0035,0243,0221,-22.0,104,832,0,0,0,0,0
2026-04-29,UA,UA9422,SEA,ATL,1930,1930,0,12,1942,2225,2215,-10.0,135,1080,0,0,0,0,0
2026-02-06,B6,B61742,ATL,JFK,2137,2137,0,28,2205,2323,2313,-10.0,66,528,0,0,0,0,0
2026-03-28,B6,B64794,SFO,ATL,0219,0439,140,11,0450,0737,0945,128.0,278,2224,111,3,14,0,0
2026-03-29,AS,AS2101,SFO,LAS,0638,0804,86,18,0822,1109,1215,66.0,231,1848,66,0,0,0,0
2026-03-24,AS,AS2706,SEA,ORD,1836,1836,0,20,1856,0116,0100,-16.0,360,2880,0,0,0,0,0
2026-04-29,WN,WN9280,ATL,CLT,2210,2210,0,10,2220,0253,0231,-22.0,243,1944,0,0,0,0,0
2026-02-13,B6,B69060,DFW,SEA,0132,0132,0,14,0146,0735,0723,-12.0,323,2584,0,0,0,0,0
2026-04-17,DL,DL7763,ORD,ATL,2138,2138,0,28,2206,0047,0048,1.0,149,1192,0,0,0,0,0
2026-02-17,B6,B68388,LAS,ATL,1801,1935,94,14,1949,2048,2200,72.0,127,1016,15,27,30,0,0
2026-03-11,DL,DL6558,CLT,ATL,2209,2209,0,29,2238,0157,0149,-8.0,188,1504,0,0,0,0,0
2026-03-02,UA,UA8820,SFO,ORD,1816,1816,0,14,1830,2115,2059,-16.0,139,1112,0,0,0,0,0
2026-03-05,WN,WN2099,CLT,ATL,0400,0604,124,15,0619,0755,0940,105.0,195,1560,19,4,82,0,0
2026-01-04,DL,DL8177,LAS,LAX,2043,2043,0,19,2102,0124,0122,-2.0,241,1928,0,0,0,0,0
2026-04-10,AA,AA7279,JFK,CLT,1447,1447,0,24,1511,2122,2102,-20.0,355,2840,0,0,0,0,0
2026-02-16,UA,UA9010,ORD,LAX,0158,0158,0,25,0223,0834,0821,-13.0,356,2848,0,0,0,0,0
2026-03-17,AA,AA5260,DEN,ATL,0310,0310,0,28,0338,0609,0610,1.0,139,1112,0,0,0,0,0
2026-04-13,AA,AA3447,DFW,SFO,1747,1747,0,17,1804,2128,2112,-16.0,181,1448,0,0,0,0,0
2026-03-14,AA,AA6565,JFK,SEA,0306,0409,63,12,0421,0607,0658,51.0,141,1128,2,14,35,0,0
2026-03-27,DL,DL8536,DFW,LAX,0422,0422,0,21,0443,0626,0627,1.0,84,672,0,0,0,0,0
2026-04-23,WN,WN669,LAX,DEN,0559,0559,0,13,0612,1101,1052,-9.0,262,2096,0,0,0,0,0
2026-01-27,B6,B62919,LAX,SFO,0601,0601,0,28,0629,1224,1224,0.0,343,2744,0,0,0,0,0
2026-02-22,WN,WN3868,DEN,DFW,2115,2115,0,16,2131,0342,0317,-25.0,347,2776,0,0,0,0,0
2026-04-14,AA,AA2324,SFO,DEN,0624,0624,0,11,0635,0957,0928,-29.0,173,1384,0,0,0,0,0
2026-01-06,AA,AA4593,CLT,ORD,1335,1335,0,25,1400,1634,1614,-20.0,139,1112,0,0,0,0,0
2026-02-24,WN,WN2187,SFO,DFW,1815,1815,0,27,1842,0001,2345,-16.0,306,2448,0,0,0,0,0
2026-04-13,UA,UA2027,ORD,SEA,1822,1822,0,21,1843,2246,2230,-16.0,224,1792,0,0,0,0,0
2026-04-05,WN,WN5919,LAX,CLT,0008,0008,0,10,0018,0307,0227,-40.0,139,1112,0,0,0,0,0
2026-02-16,UA,UA6099,CLT,DFW,1834,1834,0,11,1845,2302,2227,-35.0,228,1824,0,0,0,0,0
2026-02-10,UA,UA5940,LAX,SEA,0411,0411,0,30,0441,0725,0718,-7.0,154,1232,0,0,0,0,0
2026-04-02,WN,WN4195,CLT,DFW,1042,1042,0,25,1107,1415,1407,-8.0,173,1384,0,0,0,0,0
2026-01-19,WN,WN7003,ATL,JFK,1553,1611,18,28,1639,2216,2223,7.0,343,2744,0,0,0,0,0
2026-01-01,UA,UA8056,CLT,ORD,1439,1439,0,18,1457,1656,1632,-24.0,97,776,0,0,0,0,0
2026-04-24,DL,DL6438,JFK,LAX,0648,0648,0,17,0705,1152,1130,-22.0,264,2112,0,0,0,0,0
2026-01-17,AA,AA6937,JFK,ORD,2203,2203,0,17,2220,2355,2328,-27.0,72,576,0,0,0,0,0
2026-02-12,B6,B62044,LAX,LAS,1348,1348,0,17,1405,2014,2001,-13.0,346,2768,0,0,0,0,0
2026-04-13,DL,DL4951,DEN,CLT,1450,1450,0,10,1500,1741,1719,-22.0,131,1048,0,0,0,0,0
2026-04-15,DL,DL9127,JFK,DFW,1017,1017,0,21,1038,1637,1623,-14.0,340,2720,0,0,0,0,0
2026-03-15,B6,B65900,DFW,SFO,2221,2221,0,25,2246,0201,0154,-7.0,180,1440,0,0,0,0,0
2026-01-11,WN,WN4275,JFK,LAX,1755,1800,5,22,1822,2049,2056,7.0,134,1072,0,0,0,0,0
2026-03-22,AS,AS8568,SFO,CLT,2129,2129,0,15,2144,0115,0108,-7.0,186,1488,0,0,0,0,0
2026-01-12,AA,AA3385,SEA,JFK,1436,1436,0,21,1457,2050,2023,-27.0,334,2672,0,0,0,0,0
2026-02-27,AA,AA5186,ATL,CLT,2051,2051,0,12,2103,2302,2228,-34.0,91,728,0,0,0,0,0
2026-04-12,AA,AA9623,LAS,CLT,1407,1407,0,12,1419,2010,1954,-16.0,323,2584,0,0,0,0,0
2026-03-31,DL,DL8823,LAS,SEA,1205,1329,84,25,1354,1544,1702,78.0,179,1432,26,7,45,0,0
2026-03-19,UA,UA7692,LAS,CLT,1628,1628,0,24,1652,2132,2116,-16.0,264,2112,0,0,0,0,0
2026-04-18,UA,UA9784,SEA,LAX,1944,1955,11,25,2020,2207,2220,13.0,103,824,0,0,0,0,0
2026-03-01,AA,AA7087,DEN,SFO,2333,2349,16,22,0011,0550,0556,6.0,337,2696,0,0,0,0,0
2026-04-04,UA,UA7131,DEN,LAS,2310,2352,42,11,0003,0254,0325,31.0,184,1472,21,7,3,0,0
2026-01-28,B6,B68689,DFW,CLT,1746,1746,0,19,1805,2229,2203,-26.0,243,1944,0,0,0,0,0
2026-04-06,AS,AS2113,SEA,DEN,2307,2307,0,22,2329,0249,0231,-18.0,182,1456,0,0,0,0,0
2026-02-23,AS,AS1489,DFW,JFK,1510,1510,0,20,1530,2012,1958,-14.0,262,2096,0,0,0,0,0
2026-04-13,AA,AA2395,JFK,DFW,0917,0917,0,30,0947,1502,1448,-14.0,305,2440,0,0,0,0,0
2026-04-02,AA,AA5380,JFK,SEA,0525,0525,0,13,0538,0716,0640,-36.0,71,568,0,0,0,0,0
2026-02-05,DL,DL6604,CLT,ATL,0023,0023,0,21,0044,0608,0544,-24.0,305,2440,0,0,0,0,0
2026-02-05,WN,WN1902,ORD,CLT,1439,1709,150,25,1734,1810,2032,142.0,171,1368,124,4,14,0,0
2026-03-17,B6,B69040,LAS,CLT,0155,0301,66,27,0328,0432,0532,60.0,117,936,50,2,8,0,0
2026-03-22,WN,WN7756,JFK,LAS,1325,1325,0,22,1347,1957,1956,-1.0,352,2816,0,0,0,0,0
2026-04-27,WN,WN1950,ATL,SEA,1841,1841,0,19,1900,2121,2111,-10.0,120,960,0,0,0,0,0
2026-02-06,DL,DL8655,LAX,ORD,0036,0036,0,16,0052,0616,0603,-13.0,300,2400,0,0,0,0,0
2026-02-04,AS,AS9954,DEN,ORD,1004,1004,0,23,1027,1158,1145,-13.0,74,592,0,0,0,0,0
2026-02-20,AS,AS480,SFO,JFK,1638,1638,0,15,1653,1857,1829,-28.0,99,792,0,0,0,0,0
2026-03-29,DL,DL7688,DEN,DFW,2108,2108,0,29,2137,0111,0108,-3.0,203,1624,0,0,0,0,0
2026-01-27,UA,UA4396,LAS,CLT,1905,2040,95,27,2107,0135,0301,86.0,350,2800,57,24,5,0,0
2026-04-11,AA,AA8940,SEA,DFW,0623,0623,0,13,0636,1245,1219,-26.0,342,2736,0,0,0,0,0
